nombre,slug,descripcion,tipo_cocina,categoria_detectada,rango_precio,provincia,distrito,corregimiento,direccion,telefono,sitio_web,latitud,longitud,horario,rating,cantidad_resenas,imagen_url,delivery,reservas,activo,fuente,query_origen,google_place_id,google_data_id,google_data_cid
Speed 99 Burger,speed-99-burger-841235,,Hamburguesería,Hamburguesas,,Panamá,Panamá,,"Transístmica, Panamá, Provincia de Panamá",,https://www.instagram.com/speed99burger?igsh=OGx2cnRkMGcwNWpp,8.997033499999999,-79.526697,Abierto · Cierra a las 11 p. m.,4.6,98,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE85xqSUqdlDNLLLUTC-RdGw0HmDkZEzMpF5JGrRF95KMK66QKBJxDhIerumwdCq2BhVwDiUClvm0pkIgcuI5kqZ52r33BFmnCSPNrWlTeLa1sCaSb0dXVn0XeHVaXUpVScELM=w1000-h1000-c-n,,,True,SerpApi Google Maps,hot dogs en Ciudad de Panamá,ChIJ5e0zo1uprI8RE88Q_cAY5mM,0x8faca95ba333ede5:0x63e618c0fd10cf13,7198468271556841235
Fren Eat And Chill,fren-eat-and-chill-792448,,Restaurante de comida rápida,Restaurante,,Panamá,Panamá,,"Calle 53 , Barrio, Panamá",6456-3982,,8.9911826,-79.5238869,Abierto · Cierra a las 11:45 p. m.,4.8,63,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGL3WQDIacU-2wv7hPDneTRGgnkMG8ftJUsXQfLIKLTBPQOsKmQvnZq-VcTcxR0tB14gG2mmfSShS2WqVdcIv6sHIk323Fh0M0JTZ8mF5PgKa8nXyq9S8N66DbQojWeOLKNTptP_4wNDMP4C0NtWjHCZ_my6gh4xsyA8N_34XTI_HD9gnKEqc4=w1000-h1000-c-n,,,True,SerpApi Google Maps,hot dogs en Ciudad de Panamá,ChIJQyesheKprI8RgJD-DkKaYus,0x8faca9e285ac2743:0xeb629a420efe9080,16961288755140792448
Panama Hotdog y Booolas,panama-hotdog-y-booolas-116481,,Restaurante,Restaurante,,Panamá,Panamá,,"frente al pricemart detras de American pets, Plaza 507 entrada de, San Miguelito",6053-9696,,9.0505789,-79.4601572,Cerrado · Abre a las 4:30 p. m. del mar,4.5,118,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAJK013ZYVk0fPa4jIeHgMKmekl5YbUy0IfjgmJPJrmsmKUNzP61zEAqUbsz8uIlVWc19uGOA7o7zlBBjwfiQlPPNT8sx0HaFu_XeSXmSTwXpkIyJF7KSz2YkAKcTB-NluyU0=w1000-h1000-c-n,,,True,SerpApi Google Maps,hot dogs en Ciudad de Panamá,ChIJLyjdEsZVq48RgY-WxJbTm3o,0x8fab55c612dd282f:0x7a9bd396c4968f81,8834887738514116481
Doggers,doggers-445938,,Restaurante,Restaurante,,Panamá,Panamá,,"XFQW+W7H, Av. 5B Sur, Panamá, Provincia de Panamá",6532-2933,,8.9898207,-79.50427739999999,Abre pronto · 5 p. m.,4.9,21,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8ONZQfFK7Ln6nz_t12kE_vZMwfdWq5S5_WpLA1ORjm5UUcFYpQ3y4FbBSyLu50MeQiOrvmTFt4DvkCBPNjHZhiH2G5gzlY2Ja55GZsV00dqgRxXyx8w1XrhJjQLh81G_PJfpS=w1000-h1000-c-n,,,True,SerpApi Google Maps,hot dogs en Ciudad de Panamá,ChIJVSpgCtaprI8RMixqum3AOkk,0x8faca9d60a602a55:0x493ac06dba6a2c32,5276741490929445938
Hot Dog City,hot-dog-city-348767,,Restaurante,Restaurante,,Panamá,Panamá,,"2FHV+77W, Panamá, Provincia de Panamá",,,9.0282438,-79.5067849,Abierto · Cierra a las 8:30 p. m.,3.0,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VM2nfrNIjGHtRnz7IbMy6w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=103.36201&pitch=0&thumbfov=100,,,True,SerpApi Google Maps,hot dogs en Ciudad de Panamá,ChIJsb-GLNCprI8Rn-6SchzvORU,0x8faca9d02c86bfb1:0x1539ef1c7292ee9f,1529516453929348767
LA SALCHICHA HOT DOG,la-salchicha-hot-dog-883062,,Tienda de alimentación,Restaurante,,Panamá,Panamá,,"2F5V+37R, C. 81 Este, Panamá, Provincia de Panamá",6020-6694,,9.007739299999999,-79.5068445,Abierto · Cierra a las 11 p. m.,5.0,2,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFEFEe7z26YMDbVcTujk5zODR7jbtp_6wCbUz5IBrQNA8sxY03kpvrKjlaUupfQ7F6Gxs1o8vxWNKfddQl3Ezx_z5WmWVXEQJ9RC-J_5lh9KlP_MqvjF5_6CvSvlNDhYFP7o7bs=w1000-h1000-c-n,,,True,SerpApi Google Maps,hot dogs en Ciudad de Panamá,ChIJoVKfQvyprI8R9sa8S4J339o,0x8faca9fc429f52a1:0xdadf77824bbcc6f6,15771455821574883062
Frankfurt hot dogs,frankfurt-hot-dogs-851167,,Restaurante alemán,Restaurante,,Panamá,Panamá,,"3J87+H6X, Panamá, Provincia de Panamá",,,9.0664801,-79.3868966,Abierto · Cierra a las 9 p. m.,3.0,5,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5yUTlXmXv10d5Uirzc18WR5yb_CIIh9ode26E6wM6BiegaJ11eoHxm33o4VwmiRnVvGFLrEl4jCwF2KOTVaxLXAijqPAX4lsXjOQU-HIDVupUgyS0_EMqrW0ZwnP5Jqz1p6rW=w1000-h1000-c-n,,,True,SerpApi Google Maps,hot dogs en Ciudad de Panamá,ChIJqXQ-F7tVq48Rn9reys6Vaig,0x8fab55bb173e74a9:0x286a95cecadeda9f,2912304824447851167
Beauty and the Butcher,beauty-and-the-butcher-407759,,Restaurante,Restaurante,,Panamá,Panamá,,"PH Teatro Aurora, Calle B y, Panamá, Provincia de Panamá",6973-8807,https://beautyandthebutcher.com/,8.953143299999999,-79.5380799,Abierto · Cierra a las 10 p. m.,4.4,1086,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxT1p7QhoB-idSsG-MHnrCwM_XyuJ4l4RF-ldALpetMLljrymMQrBUxtEhLsjzWz6SD2DLBRYPgyUocsFul062-m0BKA9M1jnqhj1rDh-7e3MeRwdqZAcnhoC0lJw9OiWReGctd1gKC8IE=w1000-h1000-c-n,,,True,SerpApi Google Maps,hot dogs en Ciudad de Panamá,ChIJvdLrNk6prI8RD_IhXISTbjA,0x8faca94e36ebd2bd:0x306e93845c21f20f,3489888957949407759
Don Pepe La Esquina del Hot-Dog,don-pepe-la-esquina-del-hot-dog-585988,,,Restaurante,,Panamá,Panamá,,"Av Las Mercedes, Panama City, Panamá Province",6250-5012,https://don-pepe-la-esquina-del-hot-dog.ola.click/,9.0311696,-79.4739762,Abierto · Cierra a las 8 p. m.,,0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeumiKFxkW-uoX6b9b7eEprDxb_hB4RYiyufGa1JF5urox31FfjBiW0CAaq2NmJ1GAqCYCNbyFRS9tRXUMPdFD0lLgs56he9AZAIQUKPo9k_gNYWPnLwLdZxeTjnsB41ofraZ79Q=w1000-h1000-c-n,,,True,SerpApi Google Maps,hot dogs en Ciudad de Panamá,ChIJUZ6pl9iprI8RBIWTlMjbzJk,0x8faca9d897a99e51:0x99ccdbc894938504,11082474437584585988
Épicos Panamá,epicos-panama-676703,,Hamburguesería,Hamburguesas,,Panamá,Panamá,,"C. 62 A Este 80, Panama City, Panamá Province",6929-9565,https://www.facebook.com/epicos.panama/,8.994792499999999,-79.517645,Abierto · Cierra a las 9 p. m.,4.9,126,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFP9oxlyGpn_NHtQm-uhaek9DtH42Rt20ymX9_zQbtxkEdzy0iUXhm4c_QhhqJX38UpT3SX-FhEXKmOUzBBgugS71ooI-ehyDJmop5Dx6FFYzMHUoRNUdVuRGb17hBfjykeJ4L5gw=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJ31YxdwCprI8RH83HFSC9Rvs,0x8faca900773156df:0xfb46bd2015c7cd1f,18106367297391676703
Oh My Burger!,oh-my-burger-081574,,Restaurante,Hamburguesas,,Panamá,Panamá,,"C. 74 Este, Panamá, Provincia de Panamá",6451-9938,,8.9908744,-79.5050146,Abierto · Cierra a las 9:30 p. m.,4.7,274,https://lh3.googleusercontent.com/gps-cs-s/APNQkAETnvWBlhYavHJvGkCR7A3Kpg56yEuTQjWKEuw_tdKxc23O63admfVMFV_cBbKkgbszeU7vGym8AlhADilxNWi8_lnmIUCifX51SfPm2O8unlKrefKGIwNypYW9fhMSrD364ECs=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJnYAoqPaprI8RprBLovhVpuw,0x8faca9f6a828809d:0xeca655f8a24bb0a6,17052411565448081574
Esa Flaca Rica,esa-flaca-rica-157571,,Restaurante,Hamburguesas,,Panamá,Panamá,,"C. 72 Este 11124, Panamá, Provincia de Panamá",6652-6197,,8.9893927,-79.5076836,Abierto · Cierra a las 11 p. m.,4.5,3562,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHo-vidq-3E0utG1eSJWU_ukRIZnIjZJqnJRMt_aPqTBSzpZymB9rmIj6IQFgnetTxAPcokK8LRPmLpYUnsBaDg6rFrIYDWKzxFiQvkqRKdzwkTNt7ewOfd2IVjj-edYjqOyYI=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJJRvKKASprI8Rgw2ElBfYegE,0x8faca90428ca1b25:0x17ad81794840d83,106635136984157571
Grazza Smash Burger | San Francisco,grazza-smash-burger-san-francisco-708252,,Hamburguesería,Hamburguesas,,Panamá,Panamá,,"Spot 74, C. 74 Este, Panamá, Provincia de Panamá",6839-0452,https://www.grazzapanama.com/,8.9916919,-79.505678,Abierto · Cierra a las 10:30 p. m.,5.0,29,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHejlhQBa7XkpAzr0IVp18rmGaOh8JZkPZZh3WJ_7j8PywZRf4SgqXTWsbwdEHOr05QsT3yrIBcFdMP_kG5Bfwp8JvNI1E4sd7LmZu-9gjiSpEC9F8po5izS1u3O6R9d-TXoSOs18dV8ypk=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJo0s8dY2prI8RnPQrQKVrOVY,0x8faca98d753c4ba3:0x56396ba5402bf49c,6213115518424708252
Esa Flaca Rica,esa-flaca-rica-832967,,Hamburguesería,Hamburguesas,,Panamá,Panamá,,"C. Primera H 19001, Panama City, Panamá Province",386-4073,,9.0091713,-79.4777819,Abierto · Cierra a las 11 p. m.,4.5,244,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEOhX7uDSmxciklUu3tRPVjYoI3FvJ2YSq_dVt0m1m-04aTGELyGdBAg6rOJMDnNyoL-Jd9sQO8FTqyzJaH7JDMzOqODsqurAAC0tK1VXRX0B3H--hmCagVzAOJ09jyp7_Spom43zybRL4CyUOui8vAJmi7rPFZmNXKpOnRvrjUF7xOKBStGE2F=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJLyEqIEWprI8RRwOqDRm2BE8,0x8faca945202a212f:0x4f04b6190daa0347,5693876047622832967
Slabón | Obarrio,slabon-obarrio-541776,,Hamburguesería,Hamburguesas,,Panamá,Panamá,,"59 Plaza Strip, Calle 58 Este, Panamá",397-1853,http://slabonpanama.com/,8.9880056,-79.51910939999999,Abierto · Cierra a las 10 p. m.,4.5,1655,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFR1H9IOgJGUM4E3swWqoGMtOJry8e8k23o6_Dh518LlQH38UMDNPNz7PQOIgkd8UsD_RWcZ3j143l-6s34oYWt2dR4bZteocvIHNmGD_EiS5KcCQ_hC1bcYFtsyMj_tEBjTmDQzw=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJ48-TXPyorI8RkKNZkNrYWLg,0x8faca8fc5c93cfe3:0xb858d8da9059a390,13283605534165541776
Anti Burger | San Francisco,anti-burger-san-francisco-581570,,Restaurante,Hamburguesas,,Panamá,Panamá,,"Frente a la Academia de Musica de Panama, Calle 71 San Francisco, Panama City, Panamá Province",,http://www.instagram.com/anti.burger,8.9898589,-79.5080266,Abierto · Cierra a las 10 p. m.,4.6,1574,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFE2j1xVG84TWr57RbKAwxiBqYPAkUg49XDuOcXQdhv9ozOmbZAml5NPPt2LdRNyRleygFd1zbfgDa4KtnskeHK2KpFuubnOxrmwh24wWP6QLGSBQCVja4wTD_aW3LTLV9sh9Q=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJ2QeMAwqprI8RQlbbcoZt8N4,0x8faca90a038c07d9:0xdef06d8672db5642,16064460295050581570
Yoss Burger Bar,yoss-burger-bar-816790,,Hamburguesería,Hamburguesas,,Panamá,Panamá,,"Av. 8 Sur 8201-02, Panamá, Provincia de Panamá",373-3801,,8.9784419,-79.5124642,Abierto · Cierra a las 11 p. m.,4.7,354,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_mvzHOEIQH0lN9y9L_FpRBqYUVAc1_LTmxuIkXEU_JrPOfCbEMoZNdi5PTf-sRXhIcIg9dhvt5dJ8x8fjdZREo9hsMpUjYHtmCQdZXfqsSaICl3UuIo0fUwNZTm8K4xpWkF7W=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJ9e7vKb-prI8R1tkfIOdYHBg,0x8faca9bf29efeef5:0x181c58e7201fd9d6,1737361305957816790
Rock Burger San Francisco,rock-burger-san-francisco-258918,,Hamburguesería,Hamburguesas,,Panamá,Panamá,,"Plaza La Peatonal 68, Panamá, Provincia de Panamá",317-4129,http://www.rockburgerpanama.com/,8.993829,-79.51110489999999,Abierto · Cierra a las 9:30 p. m.,4.1,316,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQk0MhYVLfkz381dfZOHe1Xv7qGKaPbji-6CdHLVIDr86tl8ApRhy9gB2Y718Fz406xDO9QaBkIumKXAIzixQCaHDG6ZAmD3oI04J8sznXju1AxuFid3YNeH9mQJwH1cKbY0JNHw=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJ3yB6OJCprI8RZtdU42fHZ1o,0x8faca990387a20df:0x5a67c767e354d766,6514394635024258918
Hamburguesía Panamá,hamburguesia-panama-628973,,Hamburguesería,Hamburguesas,,Panamá,Panamá,,"C. 71 Este, Panamá, Provincia de Panamá",399-3366,https://hamburguesiapanama.com/,8.9880364,-79.50743969999999,Cerrado · Abre a las 12 p. m. del mar,4.6,1096,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNJrBwDDdZJZk39zsZxGDaSROplu5YYYMQ22koJjO_LRjNGfYBDjEuOW8HwURfWXQQ7RJOP6wpkuLf3bTW4w0jjhCVkJBUuphCU6sEkdqFPGRXF66m1VTtJeArb5LI71xjxEBgWA=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJR5M6SQSprI8Rrc3KXvFTkGU,0x8faca904493a9347:0x659053f15ecacdad,7318441690619628973
Fosters | Soho City Center,fosters-soho-city-center-151762,,Hamburguesería,Hamburguesas,,Panamá,Panamá,,"Soho City Center, Panamá, Provincia de Panamá",6231-9291,http://www.fosterspanama.com/,8.983310699999999,-79.5191279,Abierto · Cierra a las 10 p. m.,4.8,2202,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFX_LMtQIEXhcqag9jmPr-IPStSUMlByrlm-YfWIFA0kDj0iN1f1KynTArcAXf64xmztahNjUNQMPxuHJapvyBic6Tnhzq2H09ytz-Xyoi-i4fZ0uxRcSp6WvatvYcPhpGlVhY=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJ6ddMcJCprI8R0pDfYGpni_s,0x8faca990704cd7e9:0xfb8b676a60df90d2,18125694831872151762
Hamburguesas Vaqueras,hamburguesas-vaqueras-687513,,Restaurante,Hamburguesas,,Panamá,Panamá,,"C/ 70, Panamá, Provincia de Panamá",322-6682,,8.9922506,-79.5093248,Abierto · Cierra a las 9 p. m.,4.5,570,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAHfAaUBqF235V5KLuwpfd5JjX8dWq9weTbzvJWzj3FWXnFTKO5jwDMg91-KZefeSRYAlSloVo4zUWJ3fxFqjmCBXi7nw-RO-Ye2Y4hLs-HOgG1Vm5vFbGKfJjnbW2xiwtDJFC=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJtS66jQSprI8RGSFRWIATEls,0x8faca9048dba2eb5:0x5b12138058512119,6562329048990687513
BURGER GUYS,burger-guys-006873,,Hamburguesería,Hamburguesas,,Panamá,Panamá,,"Calle 68 Este, Panama City, Panamá Province",6801-2299,,8.9908892,-79.5105176,Abierto · Cierra a las 9:45 p. m.,4.2,77,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8NYySFuzNjk4ueHjDYFTt-TIQoEFooN1iDX7BuEWpKCns8WwALsxEoWSowhsaDqBsUBw_jQ604TbNnAVE1dNYyH_kkWpDeucB7UcHksgVt5fKADsSCY-OInPJfBcYPeBSn8XxRkUZjfQs=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJiWeWYACprI8RGUho5ubMS-Q,0x8faca90060966789:0xe44bcce6e6684819,16450467355981006873
HIDDENS (Find The Flavor),hiddens-find-the-flavor-976550,,Hamburguesería,Hamburguesas,,Panamá,Panamá,,"XFQG+32J, C. Alberto Navarro, Panamá, Provincia de Panamá",,,8.9877088,-79.5249977,Cerrado · Abre a las 5 p. m.,4.8,117,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEFdCHsQsIGylKoYwjs9hJQCnxRuHinSSsMxi9OdRhcrmnC8i2XzywixpPJJsbY6vJiBwhGgcw9be9e2_He_gt57VYhIdHIQv6eMu7Kb0ocnf5AhNaxNoc-RzEMc_25mr8yNnSRPF--E2Ukgc1PAch3WONwrDpnYzO5aVOosvIOp9qGGeRh_4SF=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJ06vJOQCprI8R5sz7i5PSITg,0x8faca90039c9abd3:0x3821d2938bfbcce6,4044745471505976550
Slabón | Costa del Este,slabon-costa-del-este-539275,,Restaurante,Hamburguesas,,Panamá,Panamá,,"Av. Costa del Mar, Panamá, Provincia de Panamá",388-5902,http://www.slabonpanama.com/,9.0114527,-79.465136,Abierto · Cierra a las 10 p. m.,4.5,1313,https://lh3.googleusercontent.com/gps-proxy/ALd4DhES8NBXZot9-d7E0AIsCj_cThoAAL0qTVPqrO1yiNBQiRwLr2iRFnP9SiiBnH7xsp0KaboLW5E888bUcc_zDXJ2tgllYvJDPgpNwoZ0UD2iBr84EeZ4xxjNulNyc90SGL81dESA9_1mgkiN4i3t-uWvMJmpGosBgCPO9JLmBY4rYN1vizZBbRrsqg=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJObmAMvWprI8Ry8drdccmfdk,0x8faca9f53280b939:0xd97d26c7756bc7cb,15671724916429539275
Fat lady Costa del Este,fat-lady-costa-del-este-439880,,Restaurante de comida rápida,Hamburguesas,,Panamá,Panamá,,"Plaza Royal-R, Panamá, Provincia de Panamá",6997-5152,,9.0169718,-79.4644057,Abierto · Cierra a las 9:30 p. m.,4.3,81,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG43NyB6JlJQ9bGC-gx7Y0GSrCtX83bNTOf8ZBsmU2CfPOpMuPK7XFJrDxzl1gfTlSYX2WI5w4r-rbv6ZkI9pW18MBwmxIQBxGme_DKBEeZD-oKzL7XnJVLmb1Ew-uZDoZWQLfkFg=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJQT-TLMirrI8RCMyCXwMpMHk,0x8facabc82c933f41:0x793029035f82cc08,8732524771935439880
Hamburguesas Vaqueras | Tumba Muerto,hamburguesas-vaqueras-tumba-muerto-579389,,Hamburguesería,Hamburguesas,,Panamá,Panamá,,"2FJJ+3M7, Galeria Square, Vía Ricardo J. Alfaro, Panamá, Provincia de Panamá",,,9.0302574,-79.518236,Abierto las 24 horas,4.1,117,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEe8qz0hOXenJ0UDl_QB04KkqSzxHvmaZUPs3mI8rGrOcjQQyhV5NnIQGrbHee4z-IzrvotUC2R7oP7DEHBpjdF8RBaHPMqJkxoViwyXVlsGG5_ZsyFjUayhos9qFr9M_LYwDRm=w1000-h1000-c-n,,,True,SerpApi Google Maps,hamburguesas en Ciudad de Panamá,ChIJtRWtnpqprI8RvS5NP3DQsQI,0x8faca99a9ead15b5:0x2b1d0703f4d2ebd,194165439470579389
Filomena Cucina di Mare Panamá,filomena-cucina-di-mare-panama-484036,,Restaurante italiano,Italiana,,Panamá,Panamá,,"PH YOO 6TH, FLOOR, Provincia de Panamá",383-0822,http://www.filomenarest.com/,8.9760179,-79.5235866,Abierto · Cierra a las 11 p. m.,4.7,1242,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFAQCaMyUjH9B3er8VL8wywKRg4UZZFFVM5sMhaEJcZk7zojZG4QtzM44CXbe9-WpWawvWOfyS_1AZcrwunXXkYXkXJnasIcDhWNhKnNsCucO1jvAl0VNgqGwWecLXBlMejBAw=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJg8DFldqprI8RBKMw39YD7Uo,0x8faca9da95c5c083:0x4aed03d6df30a304,5398975749689484036
Romero Cocina Artesanal Panamá,romero-cocina-artesanal-panama-560055,,Restaurante italiano,Pizza,,Panamá,Panamá,,"PH Nuovo, C. 42 Este, Panamá, Provincia de Panamá",6946-0500,https://www.instagram.com/romero.panama/,8.9738328,-79.53003489999999,Abierto · Cierra a las 10 p. m.,4.8,1156,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHnPsOOgtFOHpfITIDZtMsX82E4lvSWq_6OxGOJGmaumGqnwlLFXlfkfvKSNLrYMXKyqe9s3s1KL-z3z4MRngN3_B6tN5X4mczMjCJ6ylWCNtf8lvXtv8ad6BUfVUe73_lfCd9suyaNit0=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJYwksCLKprI8Rd7EEafcDGW4,0x8faca9b2082c0963:0x6e1903f76904b177,7933376579743560055
Casa Stizzoli - Gastroteca Italiana,casa-stizzoli-gastroteca-italiana-148126,,Restaurante italiano,Italiana,,Panamá,Panamá,,"Calle Matilde De Obarrio de Malex, Panama City, Panamá Province",385-1040,,8.994634099999999,-79.5072193,Abierto · Cierra a las 10 p. m.,4.6,1260,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5KW6mqPZbqGSvj7rJLZ1d_kU_u_54L4854Vwo4fTr7Mf77n6mu0yWZOzW1GB4LbThi4XQPqj1NF0LsijpOLjTPFSkOhVIP_KUfbB7NXwkU7CJwZTogMsnIS5pbry9xt6ldIM=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJKwaVeQeprI8RHvSYhUaPGWg,0x8faca9077995062b:0x68198f468598f41e,7501184187414148126
Ricominciare Cucina italiana,ricominciare-cucina-italiana-909946,,Restaurante italiano,Italiana,,Panamá,Panamá,,"Oceanía Business Plaza, torre 1000, y 2000 PB, Panamá, Provincia de Panamá",6678-9514,https://www.instagram.com/ricominciare_rest/,8.9811369,-79.5097703,Abierto · Cierra a las 11 p. m.,4.6,159,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxEKtOSYt-wcx_yf597ACt9LMMlZvmClK5mWljqY1rEMBdOHbKv47JA0owfUDfwhCU8VnUNWIg6DJEZxYMvwhx2shwGHCpUKPNa9p-_rAte2ebrK6NoNaup8bi0Ygwkw1Jh2WBUUhHKxMk=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJ_7mXaDaprI8R-vEyMvbCh7Q,0x8faca9366897b9ff:0xb487c2f63232f1fa,13008580411342909946
Tommasino Cucina Di Mare | Restaurante Italiano en Panamá,tommasino-cucina-di-mare-restaurante-italiano-en-panama-808258,,Restaurante italiano,Italiana,,Panamá,Panamá,,"07096, Panamá",374-4640,https://www.facebook.com/Tommasinopa,8.9794171,-79.5227319,Abierto · Cierra a las 9:30 p. m.,4.6,196,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHp9csKXHKs2JzGg3vU4szXl99hrePMw-XoaWYA3BDXiNsB3MwscNkgTktt-0-KOs7bkzbRVQulM5PiiLoEcys7CRCGK2j67phbbL4QnkWgwmns4T7E97XY-xK8cT2Di5-hfo5wdA=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJbXuTdPqprI8RAvNCtVgrpsc,0x8faca9fa74937b6d:0xc7a62b58b542f302,14386233719679808258
Da Stefano Trattoria,da-stefano-trattoria-452055,,Restaurante italiano,Italiana,,Panamá,Panamá,,"Santa María Plaza Entrada del, Sta. Maria Business District, Bussines, Provincia de Panamá",303-1433,https://dastefanotrattoria.com/,9.0266095,-79.4687105,Abierto · Cierra a las 9 p. m.,4.7,348,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCdCBwv9g4UNNV1BDIR_X3MO7_rVgLbQkn84kows5-Wob9zRvhotXRh92th_Izo9ivdE20KF3ehZ5BzoJjuJ3YkQj8q7jPXyyoFdrP8ozOH8ZiK0q35ZRQoHUX2Yp2f56fON-7=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJqzzLucOorI8RF1rWj220i5g,0x8faca8c3b9cb3cab:0x988bb46d8fd65a17,10992077698185452055
MADRE CUCINA ITALIANA & STEAKHOUSE,madre-cucina-italiana-steakhouse-930992,,Restaurante italiano,Italiana,,Panamá,Panamá,,"C. 8a Este, Panamá, Provincia de Panamá",6760-6851,,8.951571399999999,-79.5323787,Abierto · Cierra a las 10 p. m.,4.5,477,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTlT9ri-xHDE7D9pCQJPfCqoqE65wsgzpmmm4LyjvWz1ehlgS5NdV6hMWquXc4Eg1bGTSYdBZoUAbP20Uf9-0hzNf37sqKL1vdVSAuiiVPa9l27Q_qiiMM6-N-ZVp-0bBXKZ0a=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJ6_etmEKvrI8R8LHj3LC7OFk,0x8facaf4298adf7eb:0x5938bbb0dce3b1f0,6429094836365930992
Frank's Place,frank-s-place-453579,,Restaurante italiano,Italiana,,Panamá,Panamá,,"Planta Baja, PH Plaza Zoom, Av. Ricardo Arango, Panama City",394-6998,http://www.franksplacepanama.com/,8.983244899999999,-79.5215444,Abierto · Cierra a las 11 p. m.,4.8,718,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGviOnzhssZmp6dR4pO6rsxt4nMoxtjCnmRiXIed70X1NAQA8ZJiJvhRAwT6cAKWZkoTsOi_EUJSwdz7sJ54118kkVjX0p-vaDHekA_xpM5xf7H6P4CkdD3uV20WfamIZ8JOW6AmQ=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJPff0GJaprI8Ry8mqPfK-Ev4,0x8faca99618f4f73d:0xfe12bef23daac9cb,18307905382840453579
